,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,highway-L/100km,horsepower-binned,fuel-type-diesel,fuel-type-gas,aspiration-std,aspiration-turbo
0,3,122,alfa-romero,two,convertible,rwd,front,88.6,0.8111484863046613,0.8902777777777777,0.8160535117056856,2548,dohc,four,130,mpfi,3.47,2.68,9.0,111.0,5000.0,21,27,13495.0,11.19047619047619,8.703703703703704,Medium,0,1,1,0
1,3,122,alfa-romero,two,convertible,rwd,front,88.6,0.8111484863046613,0.8902777777777777,0.8160535117056856,2548,dohc,four,130,mpfi,3.47,2.68,9.0,111.0,5000.0,21,27,16500.0,11.19047619047619,8.703703703703704,Medium,0,1,1,0
2,1,122,alfa-romero,two,hatchback,rwd,front,94.5,0.8226814031715521,0.9097222222222222,0.8762541806020067,2823,ohcv,six,152,mpfi,2.68,3.47,9.0,154.0,5000.0,19,26,16500.0,12.368421052631579,9.038461538461538,Medium,0,1,1,0
3,2,164,audi,four,sedan,fwd,front,99.8,0.8486304661220567,0.9194444444444445,0.9080267558528428,2337,ohc,four,109,mpfi,3.19,3.4,10.0,102.0,5500.0,24,30,13950.0,9.791666666666666,7.833333333333333,Medium,0,1,1,0
4,2,164,audi,four,sedan,4wd,front,99.4,0.8486304661220567,0.9222222222222223,0.9080267558528428,2824,ohc,five,136,mpfi,3.19,3.4,8.0,115.0,5500.0,18,22,17450.0,13.055555555555555,10.681818181818182,Medium,0,1,1,0
5,2,122,audi,two,sedan,fwd,front,99.8,0.8519942335415667,0.9208333333333333,0.8879598662207359,2507,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,19,25,15250.0,12.368421052631579,9.4,Medium,0,1,1,0
6,1,158,audi,four,sedan,fwd,front,105.8,0.9259971167707832,0.9916666666666667,0.931438127090301,2844,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,19,25,17710.0,12.368421052631579,9.4,Medium,0,1,1,0
7,1,122,audi,four,wagon,fwd,front,105.8,0.9259971167707832,0.9916666666666667,0.931438127090301,2954,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,19,25,18920.0,12.368421052631579,9.4,Medium,0,1,1,0
8,1,158,audi,four,sedan,fwd,front,105.8,0.9259971167707832,0.9916666666666667,0.9347826086956522,3086,ohc,five,131,mpfi,3.13,3.4,8.3,140.0,5500.0,17,20,23875.0,13.823529411764707,11.75,Medium,0,1,0,1
9,2,192,bmw,two,sedan,rwd,front,101.2,0.849591542527631,0.8999999999999999,0.9080267558528428,2395,ohc,four,108,mpfi,3.5,2.8,8.8,101.0,5800.0,23,29,16430.0,10.217391304347826,8.10344827586207,Low,0,1,1,0
10,0,192,bmw,four,sedan,rwd,front,101.2,0.849591542527631,0.8999999999999999,0.9080267558528428,2395,ohc,four,108,mpfi,3.5,2.8,8.8,101.0,5800.0,23,29,16925.0,10.217391304347826,8.10344827586207,Low,0,1,1,0
11,0,188,bmw,two,sedan,rwd,front,101.2,0.849591542527631,0.8999999999999999,0.9080267558528428,2710,ohc,six,164,mpfi,3.31,3.19,9.0,121.0,4250.0,21,28,20970.0,11.19047619047619,8.392857142857142,Medium,0,1,1,0
12,0,188,bmw,four,sedan,rwd,front,101.2,0.849591542527631,0.8999999999999999,0.9080267558528428,2765,ohc,six,164,mpfi,3.31,3.19,9.0,121.0,4250.0,21,28,21105.0,11.19047619047619,8.392857142857142,Medium,0,1,1,0
13,1,122,bmw,four,sedan,rwd,front,103.5,0.9082172032676598,0.9291666666666667,0.931438127090301,3055,ohc,six,164,mpfi,3.31,3.19,9.0,121.0,4250.0,20,25,24565.0,11.75,9.4,Medium,0,1,1,0
14,0,122,bmw,four,sedan,rwd,front,103.5,0.9082172032676598,0.9291666666666667,0.931438127090301,3230,ohc,six,209,mpfi,3.62,3.39,8.0,182.0,5400.0,16,22,30760.0,14.6875,10.681818181818182,High,0,1,1,0
15,0,122,bmw,two,sedan,rwd,front,103.5,0.9312830370014417,0.9430555555555556,0.8979933110367894,3380,ohc,six,209,mpfi,3.62,3.39,8.0,182.0,5400.0,16,22,41315.0,14.6875,10.681818181818182,High,0,1,1,0
16,0,122,bmw,four,sedan,rwd,front,110.0,0.9466602594906295,0.9847222222222223,0.9414715719063546,3505,ohc,six,209,mpfi,3.62,3.39,8.0,182.0,5400.0,15,20,36880.0,15.666666666666666,11.75,High,0,1,1,0
17,2,121,chevrolet,two,hatchback,fwd,front,88.4,0.6780394041326285,0.8374999999999999,0.8896321070234114,1488,l,three,61,2bbl,2.91,3.03,9.5,48.0,5100.0,47,53,5151.0,5.0,4.433962264150943,Low,0,1,1,0
18,1,98,chevrolet,two,hatchback,fwd,front,94.5,0.7491590581451226,0.8833333333333333,0.8695652173913044,1874,ohc,four,90,2bbl,3.03,3.11,9.6,70.0,5400.0,38,43,6295.0,6.184210526315789,5.465116279069767,Low,0,1,1,0
19,0,81,chevrolet,four,sedan,fwd,front,94.5,0.7630946660259491,0.8833333333333333,0.8695652173913044,1909,ohc,four,90,2bbl,3.03,3.11,9.6,70.0,5400.0,38,43,6575.0,6.184210526315789,5.465116279069767,Low,0,1,1,0
20,1,118,dodge,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8861111111111111,0.8494983277591973,1876,ohc,four,90,2bbl,2.97,3.23,9.41,68.0,5500.0,37,41,5572.0,6.351351351351352,5.7317073170731705,Low,0,1,1,0
21,1,118,dodge,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8861111111111111,0.8494983277591973,1876,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,6377.0,7.580645161290323,6.184210526315789,Low,0,1,1,0
22,1,118,dodge,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8861111111111111,0.8494983277591973,2128,ohc,four,98,mpfi,3.03,3.39,7.6,102.0,5500.0,24,30,7957.0,9.791666666666666,7.833333333333333,Medium,0,1,0,1
23,1,148,dodge,four,hatchback,fwd,front,93.7,0.7558865929841423,0.8861111111111111,0.8461538461538463,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,6229.0,7.580645161290323,6.184210526315789,Low,0,1,1,0
24,1,148,dodge,four,sedan,fwd,front,93.7,0.7558865929841423,0.8861111111111111,0.8461538461538463,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,6692.0,7.580645161290323,6.184210526315789,Low,0,1,1,0
25,1,148,dodge,four,sedan,fwd,front,93.7,0.7558865929841423,0.8861111111111111,0.8461538461538463,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,7609.0,7.580645161290323,6.184210526315789,Low,0,1,1,0
26,1,148,dodge,four,sedan,fwd,front,93.7,0.7558865929841423,0.8861111111111111,0.8461538461538463,2191,ohc,four,98,mpfi,3.03,3.39,7.6,102.0,5500.0,24,30,8558.0,9.791666666666666,7.833333333333333,Medium,0,1,0,1
27,-1,110,dodge,four,wagon,fwd,front,103.3,0.8390197020663143,0.8972222222222221,1.0,2535,ohc,four,122,2bbl,3.34,3.46,8.5,88.0,5000.0,24,30,8921.0,9.791666666666666,7.833333333333333,Low,0,1,1,0
28,3,145,dodge,two,hatchback,fwd,front,95.9,0.8322921672272945,0.9208333333333333,0.8394648829431439,2811,ohc,four,156,mfi,3.6,3.9,7.0,145.0,5000.0,19,24,12964.0,12.368421052631579,9.791666666666666,Medium,0,1,0,1
29,2,137,honda,two,hatchback,fwd,front,86.6,0.6948582412301778,0.8875,0.8494983277591973,1713,ohc,four,92,1bbl,2.91,3.41,9.6,58.0,4800.0,49,54,6479.0,4.795918367346939,4.351851851851852,Low,0,1,1,0
30,2,137,honda,two,hatchback,fwd,front,86.6,0.6948582412301778,0.8875,0.8494983277591973,1819,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,6000.0,31,38,6855.0,7.580645161290323,6.184210526315789,Low,0,1,1,0
31,1,101,honda,two,hatchback,fwd,front,93.7,0.7208073041806824,0.8888888888888888,0.8795986622073579,1837,ohc,four,79,1bbl,2.91,3.07,10.1,60.0,5500.0,38,42,5399.0,6.184210526315789,5.595238095238095,Low,0,1,1,0
32,1,101,honda,two,hatchback,fwd,front,93.7,0.7208073041806824,0.8888888888888888,0.8795986622073579,1940,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,6000.0,30,34,6529.0,7.833333333333333,6.911764705882353,Low,0,1,1,0
33,1,101,honda,two,hatchback,fwd,front,93.7,0.7208073041806824,0.8888888888888888,0.8795986622073579,1956,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,6000.0,30,34,7129.0,7.833333333333333,6.911764705882353,Low,0,1,1,0
34,0,110,honda,four,sedan,fwd,front,96.5,0.7851994233541567,0.8888888888888888,0.911371237458194,2010,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,6000.0,30,34,7295.0,7.833333333333333,6.911764705882353,Low,0,1,1,0
35,0,78,honda,four,wagon,fwd,front,96.5,0.754925516578568,0.8875,0.9749163879598662,2024,ohc,four,92,1bbl,2.92,3.41,9.2,76.0,6000.0,30,34,7295.0,7.833333333333333,6.911764705882353,Low,0,1,1,0
36,0,106,honda,two,hatchback,fwd,front,96.5,0.8049014896684287,0.9055555555555556,0.8913043478260869,2236,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,5800.0,27,33,7895.0,8.703703703703704,7.121212121212121,Low,0,1,1,0
37,0,106,honda,two,hatchback,fwd,front,96.5,0.8049014896684287,0.9055555555555556,0.8913043478260869,2289,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,5800.0,27,33,9095.0,8.703703703703704,7.121212121212121,Low,0,1,1,0
38,0,85,honda,four,sedan,fwd,front,96.5,0.8428640076886112,0.9055555555555556,0.9046822742474917,2304,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,5800.0,27,33,8845.0,8.703703703703704,7.121212121212121,Low,0,1,1,0
39,0,85,honda,four,sedan,fwd,front,96.5,0.8428640076886112,0.8680555555555556,0.9046822742474917,2372,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,5800.0,27,33,10295.0,8.703703703703704,7.121212121212121,Low,0,1,1,0
40,0,85,honda,four,sedan,fwd,front,96.5,0.8428640076886112,0.9055555555555556,0.9046822742474917,2465,ohc,four,110,mpfi,3.15,3.58,9.0,101.0,5800.0,24,28,12945.0,9.791666666666666,8.392857142857142,Low,0,1,1,0
41,1,107,honda,two,sedan,fwd,front,96.5,0.8125901009130225,0.9166666666666666,0.8528428093645485,2293,ohc,four,110,2bbl,3.15,3.58,9.1,100.0,5500.0,25,31,10345.0,9.4,7.580645161290323,Low,0,1,1,0
42,0,122,isuzu,four,sedan,rwd,front,94.3,0.8202787121576165,0.8583333333333333,0.8946488294314382,2337,ohc,four,111,2bbl,3.31,3.23,8.5,78.0,4800.0,24,29,6785.0,9.791666666666666,8.10344827586207,Low,0,1,1,0
43,2,122,isuzu,two,hatchback,rwd,front,96.0,0.8294089380105718,0.9055555555555556,0.8595317725752508,2734,ohc,four,119,spfi,3.43,3.23,9.2,90.0,5000.0,24,29,11048.0,9.791666666666666,8.10344827586207,Low,0,1,1,0
44,0,145,jaguar,four,sedan,rwd,front,113.0,0.9591542527630946,0.9666666666666666,0.882943143812709,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176.0,4750.0,15,19,32250.0,15.666666666666666,12.368421052631579,High,0,1,1,0
45,0,122,jaguar,four,sedan,rwd,front,113.0,0.9591542527630946,0.9666666666666666,0.882943143812709,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176.0,4750.0,15,19,35550.0,15.666666666666666,12.368421052631579,High,0,1,1,0
46,0,122,jaguar,two,sedan,rwd,front,102.0,0.921191734742912,0.9805555555555555,0.7993311036789298,3950,ohcv,twelve,326,mpfi,3.54,2.76,11.5,262.0,5000.0,13,17,36000.0,18.076923076923077,13.823529411764707,,0,1,1,0
47,1,104,mazda,two,hatchback,fwd,front,93.1,0.7645362806343105,0.8916666666666667,0.9046822742474917,1890,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,5000.0,30,31,5195.0,7.833333333333333,7.580645161290323,Low,0,1,1,0
48,1,104,mazda,two,hatchback,fwd,front,93.1,0.7645362806343105,0.8916666666666667,0.9046822742474917,1900,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,5000.0,31,38,6095.0,7.580645161290323,6.184210526315789,Low,0,1,1,0
49,1,104,mazda,two,hatchback,fwd,front,93.1,0.7645362806343105,0.8916666666666667,0.9046822742474917,1905,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,5000.0,31,38,6795.0,7.580645161290323,6.184210526315789,Low,0,1,1,0
50,1,113,mazda,four,sedan,fwd,front,93.1,0.8015377222489188,0.8916666666666667,0.9046822742474917,1945,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,5000.0,31,38,6695.0,7.580645161290323,6.184210526315789,Low,0,1,1,0
51,1,113,mazda,four,sedan,fwd,front,93.1,0.8015377222489188,0.8916666666666667,0.9046822742474917,1950,ohc,four,91,2bbl,3.08,3.15,9.0,68.0,5000.0,31,38,7395.0,7.580645161290323,6.184210526315789,Low,0,1,1,0
52,3,150,mazda,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9125000000000001,0.8294314381270904,2380,rotor,two,70,4bbl,3.3297512437810957,3.2554228855721337,9.4,101.0,6000.0,17,23,10945.0,13.823529411764707,10.217391304347826,Low,0,1,1,0
53,3,150,mazda,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9125000000000001,0.8294314381270904,2380,rotor,two,70,4bbl,3.3297512437810957,3.2554228855721337,9.4,101.0,6000.0,17,23,11845.0,13.823529411764707,10.217391304347826,Low,0,1,1,0
54,3,150,mazda,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9125000000000001,0.8294314381270904,2385,rotor,two,70,4bbl,3.3297512437810957,3.2554228855721337,9.4,101.0,6000.0,17,23,13645.0,13.823529411764707,10.217391304347826,Low,0,1,1,0
55,3,150,mazda,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9125000000000001,0.8294314381270904,2500,rotor,two,80,mpfi,3.3297512437810957,3.2554228855721337,9.4,135.0,6000.0,16,23,15645.0,14.6875,10.217391304347826,Medium,0,1,1,0
56,1,129,mazda,two,hatchback,fwd,front,98.8,0.8543969245555022,0.9236111111111112,0.8979933110367894,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,26,32,8845.0,9.038461538461538,7.34375,Low,0,1,1,0
57,0,115,mazda,four,sedan,fwd,front,98.8,0.8543969245555022,0.9236111111111112,0.9280936454849499,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,26,32,8495.0,9.038461538461538,7.34375,Low,0,1,1,0
58,1,129,mazda,two,hatchback,fwd,front,98.8,0.8543969245555022,0.9236111111111112,0.8979933110367894,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,26,32,10595.0,9.038461538461538,7.34375,Low,0,1,1,0
59,0,115,mazda,four,sedan,fwd,front,98.8,0.8543969245555022,0.9236111111111112,0.9280936454849499,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,26,32,10245.0,9.038461538461538,7.34375,Low,0,1,1,0
60,0,122,mazda,four,sedan,fwd,front,98.8,0.8543969245555022,0.9236111111111112,0.9280936454849499,2443,ohc,four,122,idi,3.39,3.39,22.7,64.0,4650.0,36,42,10795.0,6.527777777777778,5.595238095238095,Low,1,0,1,0
61,0,115,mazda,four,hatchback,fwd,front,98.8,0.8543969245555022,0.9236111111111112,0.9280936454849499,2425,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,26,32,11245.0,9.038461538461538,7.34375,Low,0,1,1,0
62,0,118,mazda,four,sedan,rwd,front,104.9,0.8409418548774628,0.9180555555555555,0.9096989966555185,2670,ohc,four,140,mpfi,3.76,3.16,8.0,120.0,5000.0,19,27,18280.0,12.368421052631579,8.703703703703704,Medium,0,1,1,0
63,0,122,mazda,four,sedan,rwd,front,104.9,0.8409418548774628,0.9180555555555555,0.9096989966555185,2700,ohc,four,134,idi,3.43,3.64,22.0,72.0,4200.0,31,39,18344.0,7.580645161290323,6.0256410256410255,Low,1,0,1,0
64,-1,93,mercedes-benz,four,sedan,rwd,front,110.0,0.9173474291206152,0.9763888888888889,0.9448160535117057,3515,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350.0,22,25,25552.0,10.681818181818182,9.4,Medium,1,0,0,1
65,-1,93,mercedes-benz,four,wagon,rwd,front,110.0,0.9173474291206152,0.9763888888888889,0.9816053511705687,3750,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350.0,22,25,28248.0,10.681818181818182,9.4,Medium,1,0,0,1
66,0,93,mercedes-benz,two,hardtop,rwd,front,106.7,0.9010091302258529,0.9763888888888889,0.9180602006688964,3495,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350.0,22,25,28176.0,10.681818181818182,9.4,Medium,1,0,0,1
67,-1,93,mercedes-benz,four,sedan,rwd,front,115.6,0.9735703988467083,0.9958333333333333,0.9414715719063546,3770,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350.0,22,25,31600.0,10.681818181818182,9.4,Medium,1,0,0,1
68,-1,122,mercedes-benz,four,sedan,rwd,front,115.6,0.9735703988467083,0.9958333333333333,0.9448160535117057,3740,ohcv,eight,234,mpfi,3.46,3.1,8.3,155.0,4750.0,16,18,34184.0,14.6875,13.055555555555555,Medium,0,1,1,0
69,3,142,mercedes-benz,two,convertible,rwd,front,96.6,0.8664103796251803,0.9791666666666666,0.8494983277591973,3685,ohcv,eight,234,mpfi,3.46,3.1,8.3,155.0,4750.0,16,18,35056.0,14.6875,13.055555555555555,Medium,0,1,1,0
70,0,122,mercedes-benz,four,sedan,rwd,front,120.9,1.0,0.9958333333333333,0.948160535117057,3900,ohcv,eight,308,mpfi,3.8,3.35,8.0,184.0,4500.0,14,16,40960.0,16.785714285714285,14.6875,High,0,1,1,0
71,1,122,mercedes-benz,two,hardtop,rwd,front,112.0,0.9572320999519461,1.0,0.9264214046822743,3715,ohcv,eight,304,mpfi,3.8,3.35,8.0,184.0,4500.0,14,16,45400.0,16.785714285714285,14.6875,High,0,1,1,0
72,1,122,mercury,two,hatchback,rwd,front,102.7,0.857280153772225,0.9444444444444444,0.9163879598662207,2910,ohc,four,140,mpfi,3.78,3.12,8.0,175.0,5000.0,19,24,16503.0,12.368421052631579,9.791666666666666,High,0,1,0,1
73,2,161,mitsubishi,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8944444444444445,0.8494983277591973,1918,ohc,four,92,2bbl,2.97,3.23,9.4,68.0,5500.0,37,41,5389.0,6.351351351351352,5.7317073170731705,Low,0,1,1,0
74,2,161,mitsubishi,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8944444444444445,0.8494983277591973,1944,ohc,four,92,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,6189.0,7.580645161290323,6.184210526315789,Low,0,1,1,0
75,2,161,mitsubishi,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8944444444444445,0.8494983277591973,2004,ohc,four,92,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,6669.0,7.580645161290323,6.184210526315789,Low,0,1,1,0
76,1,161,mitsubishi,two,hatchback,fwd,front,93.0,0.7558865929841423,0.8861111111111111,0.8494983277591973,2145,ohc,four,98,spdi,3.03,3.39,7.6,102.0,5500.0,24,30,7689.0,9.791666666666666,7.833333333333333,Medium,0,1,0,1
77,3,153,mitsubishi,two,hatchback,fwd,front,96.3,0.8313310908217203,0.9083333333333334,0.8260869565217391,2370,ohc,four,110,spdi,3.17,3.46,7.5,116.0,5500.0,23,30,9959.0,10.217391304347826,7.833333333333333,Medium,0,1,0,1
78,3,153,mitsubishi,two,hatchback,fwd,front,96.3,0.8313310908217203,0.9083333333333334,0.8260869565217391,2328,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,25,32,8499.0,9.4,7.34375,Low,0,1,1,0
79,3,122,mitsubishi,two,hatchback,fwd,front,95.9,0.8322921672272945,0.9208333333333333,0.8394648829431439,2833,ohc,four,156,spdi,3.58,3.86,7.0,145.0,5000.0,19,24,12629.0,12.368421052631579,9.791666666666666,Medium,0,1,0,1
80,3,122,mitsubishi,two,hatchback,fwd,front,95.9,0.8322921672272945,0.9208333333333333,0.8394648829431439,2921,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000.0,19,24,14869.0,12.368421052631579,9.791666666666666,Medium,0,1,0,1
81,3,122,mitsubishi,two,hatchback,fwd,front,95.9,0.8322921672272945,0.9208333333333333,0.8394648829431439,2926,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000.0,19,24,14489.0,12.368421052631579,9.791666666666666,Medium,0,1,0,1
82,1,125,mitsubishi,four,sedan,fwd,front,96.3,0.8284478616049976,0.9083333333333334,0.8628762541806021,2365,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,25,32,6989.0,9.4,7.34375,Low,0,1,1,0
83,1,125,mitsubishi,four,sedan,fwd,front,96.3,0.8284478616049976,0.9083333333333334,0.8628762541806021,2405,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,25,32,8189.0,9.4,7.34375,Low,0,1,1,0
84,1,125,mitsubishi,four,sedan,fwd,front,96.3,0.8284478616049976,0.9083333333333334,0.8628762541806021,2403,ohc,four,110,spdi,3.17,3.46,7.5,116.0,5500.0,23,30,9279.0,10.217391304347826,7.833333333333333,Medium,0,1,0,1
85,-1,137,mitsubishi,four,sedan,fwd,front,96.3,0.8284478616049976,0.9083333333333334,0.8628762541806021,2403,ohc,four,110,spdi,3.17,3.46,7.5,116.0,5500.0,23,30,9279.0,10.217391304347826,7.833333333333333,Medium,0,1,1,0
86,1,128,nissan,two,sedan,fwd,front,94.5,0.794329649207112,0.8861111111111111,0.911371237458194,1889,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,5499.0,7.580645161290323,6.351351351351352,Low,0,1,1,0
87,1,128,nissan,two,sedan,fwd,front,94.5,0.794329649207112,0.8861111111111111,0.911371237458194,2017,ohc,four,103,idi,2.99,3.47,21.9,55.0,4800.0,45,50,7099.0,5.222222222222222,4.7,Low,1,0,1,0
88,1,128,nissan,two,sedan,fwd,front,94.5,0.794329649207112,0.8861111111111111,0.911371237458194,1918,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,6649.0,7.580645161290323,6.351351351351352,Low,0,1,1,0
89,1,122,nissan,four,sedan,fwd,front,94.5,0.794329649207112,0.8861111111111111,0.911371237458194,1938,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,6849.0,7.580645161290323,6.351351351351352,Low,0,1,1,0
90,1,103,nissan,four,wagon,fwd,front,94.5,0.8178760211436809,0.8861111111111111,0.8946488294314382,2024,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,7349.0,7.580645161290323,6.351351351351352,Low,0,1,1,0
91,1,128,nissan,two,sedan,fwd,front,94.5,0.794329649207112,0.8861111111111111,0.911371237458194,1951,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,7299.0,7.580645161290323,6.351351351351352,Low,0,1,1,0
92,1,128,nissan,two,hatchback,fwd,front,94.5,0.7957712638154734,0.8861111111111111,0.8913043478260869,2028,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,7799.0,7.580645161290323,6.351351351351352,Low,0,1,1,0
93,1,122,nissan,four,sedan,fwd,front,94.5,0.794329649207112,0.8861111111111111,0.911371237458194,1971,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,7499.0,7.580645161290323,6.351351351351352,Low,0,1,1,0
94,1,103,nissan,four,wagon,fwd,front,94.5,0.8178760211436809,0.8861111111111111,0.8946488294314382,2037,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,7999.0,7.580645161290323,6.351351351351352,Low,0,1,1,0
95,2,168,nissan,two,hardtop,fwd,front,95.1,0.7803940413262855,0.8861111111111111,0.8913043478260869,2008,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,8249.0,7.580645161290323,6.351351351351352,Low,0,1,1,0
96,0,106,nissan,four,hatchback,fwd,front,97.2,0.8332532436328689,0.9055555555555556,0.9147157190635452,2324,ohc,four,120,2bbl,3.33,3.47,8.5,97.0,5200.0,27,34,8949.0,8.703703703703704,6.911764705882353,Low,0,1,1,0
97,0,106,nissan,four,sedan,fwd,front,97.2,0.8332532436328689,0.9055555555555556,0.9147157190635452,2302,ohc,four,120,2bbl,3.33,3.47,8.5,97.0,5200.0,27,34,9549.0,8.703703703703704,6.911764705882353,Low,0,1,1,0
98,0,128,nissan,four,sedan,fwd,front,100.4,0.8731379144641999,0.9236111111111112,0.9214046822742475,3095,ohcv,six,181,mpfi,3.43,3.27,9.0,152.0,5200.0,17,22,13499.0,13.823529411764707,10.681818181818182,Medium,0,1,1,0
